,Movie,Release Date_x,Release Date_y,Budget,Revenue,Box Office,Genres,Rating,Runtime,Metascore,IMDb Rating,Awards,Production Company,wins,nominations,Win or Nominated,Oscar Wins
133,Beasts of the Southern Wild,2012-06-29,05 Jul 2012,1800000.0,21107746.0,12784397.0,Drama,PG-13,93.0,86.0,7.3,"N4O, ++92,123",Fox Searchlight,92.0,123.0,N,4
134,Lo imposible,2012-09-09,30 Jan 2013,42000000.0,180274123.0,0.0,Thriller,,0.0,,7.6,"0, 0, 0, 0,",,0.0,,,0
135,The Sessions,2012-05-02,16 Nov 2012,1000000.0,9138338.0,5997134.0,Drama,R,95.0,79.0,7.2,"N1O, ++18,63",Fox Searchlight Pictures,18.0,63.0,N,1
136,Corpse Bride,2005-09-12,23 Sep 2005,40000000.0,117195061.0,53300000.0,Romance,PG,77.0,83.0,7.4,"N1O, ++8,28",Warner Bros. Pictures,8.0,28.0,N,1
137,Before I Disappear,2014-10-11,28 Nov 2014,0.0,8251.0,2676.0,Drama,UNRATED,93.0,47.0,7.2,"16,8",IFC Films,0.0,8.0,,1
138,Nebraska,2013-09-21,24 Jan 2014,12000000.0,17654912.0,11348612.0,Drama,R,115.0,86.0,7.7,"N6O, ++28,157",Paramount Pictures,28.0,157.0,N,6
139,The Wolf of Wall Street,2013-12-25,25 Dec 2013,100000000.0,392000694.0,91330760.0,Crime,R,180.0,75.0,8.2,"N5O, ++38,165",Paramount Studios,38.0,165.0,N,5
140,12 Years a Slave,2013-10-18,08 Nov 2013,20000000.0,187000000.0,50628650.0,Drama,R,134.0,96.0,8.1,"W3O, ++235,326",Fox Searchlight,235.0,326.0,W,3
141,Dallas Buyers Club,2013-11-17,22 Nov 2013,5000000.0,55198285.0,23750994.0,Drama,R,117.0,84.0,8.0,"W3O, ++8++1,81",Focus Features,81.0,81.0,W,3
142,Captain Phillips,2013-10-10,11 Oct 2013,55000000.0,95000000.0,107100855.0,Action,PG-13,134.0,83.0,7.8,"N6O, ++16,144",Sony Pictures,16.0,144.0,N,6
143,Blue Jasmine,2013-07-25,23 Aug 2013,18000000.0,99206215.0,0.0,Comedy,PG-13,98.0,78.0,7.3,"W1O, ++54,75",Sony Pictures Classics,54.0,75.0,W,1
144,Gravity,2013-10-03,04 Oct 2013,105000000.0,716392705.0,274084951.0,Science Fiction,PG-13,91.0,96.0,7.7,"W7O, ++232,175",Warner Bros. Pictures,232.0,175.0,W,7
145,Philomena,2013-11-01,27 Nov 2013,12000000.0,100129872.0,0.0,Drama,PG-13,98.0,77.0,7.6,"N4O, ++32,76",The Weinstein Company,32.0,76.0,N,4
146,August: Osage County,2013-12-26,10 Jan 2014,25000000.0,74188937.0,29202643.0,Comedy,R,121.0,58.0,7.2,"N2O, ++15,62",The Weinstein Company,15.0,62.0,N,2
147,Intrusion: Cambodia,1983-03-03,03 Mar 1983,0.0,0.0,0.0,Action,R,90.0,,3.1,"0, 0, 0, 0,",,0.0,,,0
148,"Palestine, Palestine",2002-07-03,,0.0,0.0,0.0,Documentary,,73.0,,7.2,"0, 0, 0, 0,",,0.0,,,0
149,Foxcatcher,2014-05-19,16 Jan 2015,24000000.0,12096300.0,9744477.0,Drama,R,134.0,81.0,7.0,"N5O, ++12,74",Sony Pictures Classics,12.0,74.0,N,5
150,American Sniper,2014-12-11,16 Jan 2015,58800000.0,542307423.0,274377268.0,War,R,133.0,72.0,7.3,"W1O, ++23,42",Warner Bros.,23.0,42.0,W,1
151,The Imitation Game,2014-11-14,25 Dec 2014,14000000.0,233555708.0,0.0,History,PG-13,114.0,73.0,8.0,"W1O, ++46,155",The Weinstein Company,46.0,155.0,W,1
152,The Theory of Everything,2014-11-26,26 Nov 2014,15000000.0,123726688.0,35887263.0,Drama,PG-13,123.0,72.0,7.7,"W1O, ++24,121",Focus Features,24.0,121.0,W,1
153,The Judge,2014-10-08,10 Oct 2014,50000000.0,83719388.0,35631470.0,Drama,R,141.0,48.0,7.4,"N1O, ++3,8",Warner Bros. Pictures,3.0,8.0,N,1
154,Boyhood,2014-06-05,15 Aug 2014,4000000.0,44349000.0,18859617.0,Drama,R,165.0,100.0,7.9,"W1O, ++17++1,209",IFC Films,171.0,209.0,W,1
155,Whiplash,2014-10-10,15 Oct 2014,3300000.0,13092000.0,0.0,Drama,R,106.0,88.0,8.5,"W3O, ++89,136",Sony Pictures Classics,89.0,136.0,W,3
156,Still Alice,2014-12-05,20 Feb 2015,5000000.0,43884652.0,0.0,Drama,PG-13,101.0,72.0,7.5,"W1O, ++30,32",Sony Pictures Classics,30.0,32.0,W,1
157,Gone Girl,2014-10-01,03 Oct 2014,61000000.0,369330363.0,0.0,Mystery,R,149.0,79.0,8.1,"N1O, ++65,177",20th Century Fox,65.0,177.0,N,1
158,Wild,2014-12-05,19 Dec 2014,15000000.0,52501541.0,24673716.0,Drama,R,115.0,76.0,7.1,"N2O, ++1++1,65",20th Century Fox,11.0,65.0,N,2
159,Into the Woods,2014-12-25,25 Dec 2014,50000000.0,212902372.0,89789227.0,Fantasy,PG,125.0,69.0,6.0,"N3O, ++1++1,71",Walt Disney Pictures,11.0,71.0,N,3
160,21 Years: Richard Linklater,2014-11-07,07 Nov 2014,0.0,0.0,0.0,Documentary,NOT RATED,78.0,51.0,6.6,1,Gravitas Ventures,,,,1
161,Trumbo,2015-10-27,27 Nov 2015,15000000.0,8235661.0,0.0,Drama,R,124.0,60.0,7.5,"N1O, ++5,41",Bleecker Street Media,5.0,41.0,N,1
162,The Martian,2015-09-30,02 Oct 2015,108000000.0,630161890.0,202313768.0,Drama,PG-13,144.0,80.0,8.0,"N7O, ++37,185",20th Century Fox,37.0,185.0,N,7
163,The Revenant,2015-12-25,08 Jan 2016,135000000.0,532950503.0,0.0,Western,R,156.0,76.0,8.0,"W3O, ++86,181",20th Century Fox,86.0,181.0,W,3
164,Steve Jobs,2015-10-09,23 Oct 2015,30000000.0,34441873.0,12403169.0,Drama,R,122.0,82.0,7.2,"N2O, ++28,109",Universal Pictures,28.0,109.0,N,2
165,The Danish Girl,2015-11-27,22 Jan 2016,15000000.0,64191523.0,0.0,Drama,R,119.0,66.0,7.1,"W1O, ++30,73",Focus Features,30.0,73.0,W,1
166,The Big Short,2015-12-11,23 Dec 2015,28000000.0,133346506.0,0.0,Comedy,R,130.0,81.0,7.8,"W1O, ++37,79",Paramount Pictures,37.0,79.0,W,1
167,Spotlight,2015-11-06,20 Nov 2015,20000000.0,88346473.0,0.0,Drama,R,129.0,93.0,8.1,"W2O, ++119,138",Open Road Films,119.0,138.0,W,2
168,Bridge of Spies,2015-10-15,16 Oct 2015,40000000.0,165478348.0,0.0,Thriller,PG-13,142.0,81.0,7.6,"W1O, ++30,99",Dreamworks Pictures,30.0,99.0,W,1
169,Creed,2015-11-25,25 Nov 2015,37000000.0,173567581.0,81157671.0,Drama,PG-13,133.0,82.0,7.6,"N1O, ++46,61",Warner Bros.,46.0,61.0,N,1
170,Carol,2015-11-20,15 Jan 2016,0.0,40272135.0,8518148.0,Romance,R,118.0,95.0,7.2,"N6O, ++75,238",The Weinstein Company,75.0,238.0,N,6
171,Room,2015-10-16,22 Jan 2016,6000000.0,35401758.0,14677654.0,Drama,R,118.0,86.0,8.2,"W1O, ++103,136",Element Pictures,103.0,136.0,W,1
172,Joy,2015-12-24,25 Dec 2015,60000000.0,101134059.0,42581369.0,Drama,PG-13,124.0,56.0,6.6,"N1O, ++7,20",20th Century Fox,7.0,20.0,N,1
173,45 Years,2015-08-28,28 Aug 2015,0.0,4250507.0,3489919.0,Drama,R,91.0,94.0,7.1,"N1O, ++20,52",Sundance Selects,20.0,52.0,N,1
174,Brooklyn,2015-10-20,25 Nov 2015,11000000.0,62076141.0,30459009.0,Drama,PG-13,117.0,87.0,7.5,"N3O, ++37,152",Fox Searchlight Pictures,37.0,152.0,N,3
175,The Hateful Eight,2015-12-25,30 Dec 2015,44000000.0,155760117.0,54116191.0,Crime,R,187.0,68.0,7.8,"W1O, ++39,113",The Weinstein Company,39.0,113.0,W,1
176,Puskás Hungary,2009-03-12,12 Mar 2009,0.0,0.0,0.0,Documentary,,116.0,,8.7,"4,,",,,,,4
177,Terrence Howard's Fright Club,2018-05-24,24 May 2018,0.0,0.0,0.0,Comedy,,60.0,,7.8,"0, 0, 0, 0,",,0.0,,,0
178,I Am Heath Ledger,2017-04-23,19 Oct 2017,0.0,0.0,0.0,Documentary,NOT RATED,90.0,68.0,7.4,"0, 0, 0, 0,",Fathom Events,0.0,,,0
179,I'm Still Here,2010-09-10,16 Sep 2010,0.0,0.0,408719.0,Music,R,108.0,48.0,6.2,"++1,3",Magnolia Pictures,0.0,3.0,,1
180,Cold Souls,2009-08-07,05 May 2010,0.0,0.0,700980.0,Comedy,PG-13,101.0,69.0,6.5,"4,9",IDP/Samuel goldwyn Films,0.0,9.0,,4
181,Jake Gyllenhaal Challenges the Winner of the Nobel Peace Prize,2010-01-01,05 Mar 2010,0.0,0.0,0.0,Comedy,,7.0,,6.1,"0, 0, 0, 0,",,0.0,,,0
182,Judi Dench: My Passion for Trees,2017-12-20,20 Dec 2017,0.0,0.0,0.0,Documentary,,0.0,,8.9,"0, 0, 0, 0,",,0.0,,,0
183,Harry Potter and the Goblet of Fire,2005-11-16,18 Nov 2005,150000000.0,895921036.0,289994397.0,Adventure,PG-13,157.0,81.0,7.7,"N1O, ++13,42",Warner Bros. Pictures,13.0,42.0,N,1
184,King Kong,2005-12-12,14 Dec 2005,207000000.0,550517357.0,218100000.0,Adventure,PG-13,187.0,81.0,7.2,"W3O, ++43,100",Universal Pictures,43.0,100.0,W,3
185,Memoirs of a Geisha,2005-12-06,23 Dec 2005,85000000.0,162242962.0,57000000.0,Drama,PG-13,145.0,54.0,7.4,"W3O, ++27,44",Sony Pictures,27.0,44.0,W,3
186,Batman Begins,2005-06-10,15 Jun 2005,150000000.0,374218673.0,204100000.0,Action,PG-13,140.0,70.0,8.3,"N1O, ++14,72",Warner Bros. Pictures,14.0,72.0,N,1
187,The Thinning: New World Order,2018-10-17,17 Oct 2018,0.0,0.0,0.0,Action,,83.0,,3.8,"0, 0, 0, 0,",,0.0,,,0
188,Charlie and the Chocolate Factory,2005-07-13,15 Jul 2005,150000000.0,474968763.0,206100000.0,Adventure,PG,115.0,72.0,6.7,"N1O, ++14,50",Warner Bros. Pictures,14.0,50.0,N,1
189,Munich,2005-12-23,06 Jan 2006,70000000.0,130358911.0,47379090.0,Drama,R,164.0,74.0,7.6,"N5O, ++13,65",Universal Pictures,13.0,65.0,N,5
190,Darwin's Nightmare,2004-09-01,21 Jan 2005,0.0,0.0,0.0,Documentary,,107.0,84.0,7.6,"N1O, ++16,4",Ad Vitam,16.0,4.0,N,1
191,Enron: The Smartest Guys in the Room,2005-04-22,20 May 2005,0.0,0.0,3886956.0,Documentary,NOT RATED,110.0,,7.7,"N1O, ++3,10",Magnolia Pictures,3.0,10.0,N,1
192,Murderball,2005-07-22,05 Aug 2005,300000.0,1750211.0,1328551.0,Documentary,R,88.0,87.0,7.8,"N1O, ++17,12",ThinkFilm,17.0,12.0,N,1
193,Street Fight,2005-01-01,23 Apr 2005,0.0,0.0,0.0,Documentary,NOT RATED,83.0,85.0,8.1,"N1O, ++6,4",Marshall Curry Productions,6.0,4.0,N,1
194,The Death of Kevin Carter: Casualty of the Bang Bang Club,2004-09-17,18 Sep 2004,11000.0,0.0,0.0,Documentary,,27.0,,7.4,"N1O, ++7,2",,7.0,2.0,N,1
195,Joyeux Noël,2005-11-09,01 Jun 1994,22000000.0,17709155.0,0.0,Romance,,17.0,,,"2,,",,,,,2
196,Paradise Now,2005-02-14,18 Nov 2005,0.0,3357075.0,1300000.0,Thriller,PG-13,90.0,71.0,7.5,"N1O, ++13,15",Warner Independent Pictures,13.0,15.0,N,1
197,Tsotsi,2005-08-18,31 Mar 2006,3000000.0,9879971.0,2753840.0,Crime,R,94.0,70.0,7.3,"W1O, ++16,13",Miramax,16.0,13.0,W,1
198,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005-12-07,09 Dec 2005,180000000.0,748806957.0,291685219.0,Adventure,PG,143.0,75.0,6.9,"W1O, ++14,46",Buena Vista,14.0,46.0,W,1
199,Star Wars: Episode III - Revenge of the Sith,2005-05-17,19 May 2005,113000000.0,850000000.0,0.0,Science Fiction,PG-13,140.0,68.0,7.6,"N1O, ++25,56",20th Century Fox,25.0,56.0,N,1
200,Badgered,2005-02-23,15 Oct 2005,0.0,0.0,0.0,Animation,,7.0,,6.6,"N1O, ++2,2",,2.0,2.0,N,1
201,The Mysterious Geographic Explorations of Jasper Morello,2005-01-19,01 Jan 2006,0.0,0.0,0.0,Adventure,,26.0,,7.8,"N1O, ++7,3",,7.0,3.0,N,1
202,9,2009-08-19,09 Sep 2009,30000000.0,48428063.0,31691649.0,Action,PG-13,79.0,60.0,7.1,9,Focus Features,,,,9
203,One Man Band,2005-06-21,06 Jun 2006,0.0,0.0,0.0,Animation,G,4.0,,7.8,"0, 0, 0, 0,",,0.0,,,0
204,Cashback,2006-09-10,09 May 2008,0.0,2294291.0,0.0,Drama,R,102.0,54.0,7.2,"3,,",Magnolia Pictures,,,,3
205,Our Time Is Up,2004-01-01,08 Oct 2004,0.0,0.0,0.0,Comedy,,14.0,,7.5,"N1O, ++4,,",,4.0,,N,1
206,Six Shooter,2004-01-01,01 Feb 2005,200000.0,0.0,0.0,Comedy,NOT RATED,27.0,,7.6,"W1O, ++5,2",,5.0,2.0,W,1
207,War of the Worlds,2005-06-28,29 Jun 2005,132000000.0,591739379.0,234141872.0,Adventure,PG-13,116.0,73.0,6.5,"N3O, ++14,44",Paramount Pictures,14.0,44.0,N,3
208,Match Point,2005-10-26,20 Jan 2006,15000000.0,85306374.0,23100000.0,Drama,R,124.0,72.0,7.6,"N1O, ++1++1,30",Dreamworks,11.0,30.0,N,1
209,The Squid and the Whale,2005-10-05,16 Dec 2005,1500000.0,11098131.0,7073391.0,Comedy,R,81.0,82.0,7.4,"N1O, ++23,47",Samuel Goldwyn Films,23.0,47.0,N,1
210,A Prairie Home Companion,2006-06-09,09 Jun 2006,10000000.0,0.0,0.0,Drama,PG-13,105.0,75.0,6.8,"5,21",Picturehouse,0.0,21.0,,5
211,When Harry Met Sally 2 with Billy Crystal and Helen Mirren,2011-04-06,06 Apr 2011,0.0,0.0,0.0,Comedy,,5.0,,7.4,"0, 0, 0, 0,",,0.0,,,0
212,Cars,2006-06-08,09 Jun 2006,120000000.0,461983149.0,244052771.0,Animation,G,117.0,73.0,7.1,"N2O, ++27,28",Buena Vista,27.0,28.0,N,2
213,Happy Feet,2006-11-16,17 Nov 2006,100000000.0,384335608.0,197800000.0,Animation,PG,108.0,77.0,6.5,"W1O, ++18,23",Warner Bros. Pictures,18.0,23.0,W,1
214,Monster House,2006-07-21,21 Jul 2006,75000000.0,140175006.0,73661010.0,Animation,PG,91.0,68.0,6.6,"N1O, ++4,22",Sony Pictures Releasing,4.0,22.0,N,1
215,The Good Shepherd,2006-12-11,22 Dec 2006,85000000.0,59908565.0,59839040.0,Drama,R,167.0,61.0,6.7,"N1O, ++2,11",Universal Pictures,2.0,11.0,N,1
216,Pirates of the Caribbean: Dead Man's Chest,2006-06-20,07 Jul 2006,200000000.0,1065659812.0,423032628.0,Adventure,PG-13,151.0,53.0,7.3,"W1O, ++42,53",Buena Vista,42.0,53.0,W,1
217,The Prestige,2006-10-19,20 Oct 2006,40000000.0,109676311.0,53100000.0,Drama,PG-13,130.0,66.0,8.5,"N2O, ++5,37",Buena Vista Pictures,5.0,37.0,N,2
218,The Black Dahlia,2006-09-15,15 Sep 2006,50000000.0,49111202.0,22518325.0,Drama,R,121.0,49.0,5.6,"N1O, ++4,12",Universal Pictures,4.0,12.0,N,1
219,Children of Men,2006-09-22,05 Jan 2007,76000000.0,69959751.0,35100000.0,Drama,R,109.0,84.0,7.9,"N3O, ++48,76",Universal Pictures,48.0,76.0,N,3
220,The Illusionist,2006-08-18,01 Sep 2006,40000000.0,86915017.0,39680302.0,Fantasy,PG-13,110.0,68.0,7.6,"N1O, ++10,10",Yari Film Group,10.0,10.0,N,1
221,Marie Antoinette,2006-05-24,20 Oct 2006,40000000.0,60474340.0,15962471.0,Drama,PG-13,123.0,65.0,6.4,"W1O, ++18,23",Sony Pictures,18.0,23.0,W,1
222,Letters from Iwo Jima,2006-12-19,02 Feb 2007,19000000.0,68673228.0,13600000.0,Action,R,141.0,89.0,7.9,"W1O, ++23,37",Warner Bros. Pictures,23.0,37.0,W,1
223,United 93,2006-04-28,28 Apr 2006,15000000.0,76286096.0,31500000.0,Drama,R,111.0,90.0,7.6,"N2O, ++28,54",Universal Pictures,28.0,54.0,N,2
224,Deliver Us from Evil,2014-07-01,02 Jul 2014,30000000.0,0.0,18871466.0,Thriller,R,118.0,40.0,6.2,"2,4",Sony Pictures,0.0,4.0,,2
225,An Inconvenient Truth,2006-01-24,30 Jun 2006,1000000.0,46243000.0,23727472.0,Documentary,PG,96.0,75.0,7.5,"W2O, ++3++1,11",Paramount Classics,31.0,11.0,W,2
226,Iraq in Fragments,2006-01-21,19 Jan 2007,0.0,202000.0,0.0,Documentary,,94.0,84.0,7.3,"N1O, ++12,7",Typecast,12.0,7.0,N,1
227,Jesus Camp,2006-09-15,18 Apr 2007,0.0,1013596.0,900000.0,Documentary,PG-13,87.0,62.0,7.5,"N1O, ++6,6",Magnolia Pictures,6.0,6.0,N,1
228,The Blood of Yingzhou District,2006-06-13,14 Jun 2006,0.0,0.0,0.0,Documentary,,38.0,,7.5,"W1O, ++8,3",HBO Documentary Films,8.0,3.0,W,1
229,Recycled Life,2006-01-01,01 Jun 2006,150000.0,0.0,0.0,Documentary,,38.0,,8.1,"0, 0, 0, 0,",Leslie Iwerks Productions,0.0,,,0
230,Two Hands,1999-07-29,29 Jul 1999,0.0,0.0,0.0,Comedy,R,103.0,,7.2,"15,12",Australian Film Finance Corporation,0.0,12.0,,1
231,The Shape of Water,2017-12-01,22 Dec 2017,19500000.0,194989655.0,57393976.0,Drama,R,123.0,87.0,7.4,"W4O, ++10++1,293",Fox Searchlight Pictures,101.0,293.0,W,4
232,Apocalypto,2006-12-07,08 Dec 2006,40000000.0,120175290.0,50772724.0,Action,R,139.0,68.0,7.8,"N3O, ++9,20",Buena Vista,9.0,20.0,N,3
233,Click,2006-06-22,23 Jun 2006,82500000.0,237681299.0,137340146.0,Comedy,PG-13,107.0,45.0,6.4,"N1O, ++3,11",Sony Pictures Releasing,3.0,11.0,N,1
234,The Good German,2006-12-08,19 Jan 2007,32000000.0,5914908.0,891721.0,Drama,R,105.0,49.0,6.1,"N1O, ++3,4",Warner Bros. Pictures,3.0,4.0,N,1
235,The Danish Poet,2006-02-15,01 Oct 2006,0.0,0.0,0.0,Animation,,15.0,,7.6,"W1O, ++8,2",,8.0,2.0,W,1
236,Lifted,2006-12-28,29 Jun 2007,0.0,0.0,0.0,Family,G,5.0,,7.9,"0, 0, 0, 0,",,0.0,,,0
237,The Little Matchgirl,2006-09-07,07 Sep 2006,0.0,0.0,0.0,Drama,G,7.0,,7.9,"N1O, ++1",,0.0,,N,1
238,Maestro,2014-07-23,,0.0,0.0,0.0,Drama,,5.0,,7.6,"N1O, ++5,1",,5.0,1.0,N,1
239,No Time for Nuts,2006-10-23,14 Sep 2006,0.0,0.0,0.0,Adventure,G,7.0,,7.6,"N1O, ++++1,,",Fox,1.0,,N,1
240,Sultan: The Saviour,2018-06-15,,0.0,0.0,0.0,Thriller,,0.0,,,"0, 0, 0, 0,",,0.0,,,0
241,West Bank Story,2005-01-01,20 Jan 2005,0.0,0.0,0.0,Comedy,,21.0,,7.4,"W1O, ++7,1",,7.0,1.0,W,1
242,Poseidon,2006-05-12,12 May 2006,160000000.0,181674817.0,60600000.0,Adventure,PG-13,98.0,50.0,5.6,"N1O, ++6",Warner Bros. Pictures,0.0,,N,1
243,Superman Returns,2006-06-28,28 Jun 2006,270000000.0,391081192.0,200100000.0,Adventure,PG-13,154.0,72.0,6.1,"N1O, ++12,40",Warner Bros. Pictures,12.0,40.0,N,1
244,Tilda Swinton: The Love Factory,2002-10-10,10 Oct 2002,0.0,0.0,0.0,Documentary,,35.0,,4.1,"0, 0, 0, 0,",,0.0,,,0
245,Persepolis,2007-05-23,22 Feb 2008,7300000.0,0.0,4400000.0,Animation,PG-13,96.0,90.0,8.1,"N1O, ++28,54",Sony Pictures Classics,28.0,54.0,N,1
246,Ratatouille,2007-06-22,29 Jun 2007,150000000.0,623722818.0,112408657.0,Animation,G,111.0,96.0,8.0,"W1O, ++64,42",Disney/Pixar,64.0,42.0,W,1
247,Surf's Up,2007-06-08,08 Jun 2007,85000000.0,149044513.0,58867694.0,Animation,PG,85.0,64.0,6.7,"N1O, ++2,17",Sony Pictures,2.0,17.0,N,1
248,The Golden Compass,2007-12-04,07 Dec 2007,180000000.0,372234864.0,70100000.0,Adventure,PG-13,113.0,51.0,6.1,"W1O, ++6,32",New Line Cinema,6.0,32.0,W,1
249,Across the Universe,2007-09-14,12 Oct 2007,0.0,0.0,24343673.0,Adventure,PG-13,133.0,56.0,7.4,"N1O, ++2,16",Sony,2.0,16.0,N,1
250,No End in Sight,2007-07-27,22 Jan 2007,2000000.0,1431623.0,1250100.0,Documentary,NOT RATED,102.0,89.0,8.3,"N1O, ++12,18",Magnolia Pictures,12.0,18.0,N,1
251,Operation Homecoming: Writing the Wartime Experience,2007-02-09,09 Feb 2007,0.0,0.0,0.0,Documentary,,81.0,,7.2,"N1O, ++3,5",SnagFilms,3.0,5.0,N,1
252,Sicko,2007-05-18,03 Jul 2007,9000000.0,24538513.0,24333911.0,Documentary,PG-13,123.0,74.0,8.0,"N1O, ++14,14",The Weinstein Company,14.0,14.0,N,1
253,Taxi to the Dark Side,2007-04-30,23 Jan 2009,1000000.0,274661.0,0.0,Documentary,R,106.0,82.0,7.5,"W1O, ++10,4",ThinkFilm,10.0,4.0,W,1
254,War Dance,2007-11-09,01 Nov 2008,0.0,0.0,0.0,Documentary,PG-13,105.0,68.0,7.9,"N1O, ++10,3",ThinkFilm,10.0,3.0,N,1
255,Freeheld,2015-10-02,05 Nov 2015,7000000.0,573335.0,0.0,Romance,PG-13,103.0,50.0,6.5,"++1,10",Summit Entertainment,0.0,10.0,,1
256,The Bourne Ultimatum,2007-08-03,03 Aug 2007,70000000.0,442824138.0,227400000.0,Action,PG-13,115.0,85.0,8.0,"W3O, ++26,39",Universal Pictures,26.0,39.0,W,3
257,The Counterfeiters,1948-05-28,18 Apr 2008,0.0,0.0,0.0,Action,R,98.0,78.0,7.6,"W1O, ++6,10",Sony Pictures Classics,6.0,10.0,W,1
258,12,2007-06-06,20 Sep 2007,4000000.0,7537453.0,0.0,Crime,PG-13,159.0,72.0,7.7,"N1O, ++9,7",Sony Pictures Classics,9.0,7.0,N,1
259,Norbit,2007-02-08,09 Feb 2007,10000000.0,0.0,95323496.0,Comedy,PG-13,102.0,27.0,4.0,"N1O, ++8,8",Dreamworks Distribution LLC,8.0,8.0,N,1
260,Pirates of the Caribbean: At World's End,2007-05-19,25 May 2007,300000000.0,961000000.0,309404152.0,Adventure,PG-13,169.0,50.0,7.1,"N2O, ++20,44",Buena Vista,20.0,44.0,N,2
261,The Kite Runner,2007-10-14,11 Jan 2008,20000000.0,73276047.0,15690103.0,Drama,PG-13,128.0,61.0,7.6,"N1O, ++6,22",Paramount Vantage,6.0,22.0,N,1
262,3:10 to Yuma,2007-09-06,07 Sep 2007,55000000.0,70016220.0,53574088.0,Western,R,122.0,76.0,7.7,"N2O, ++3,30",Lionsgate Films,3.0,30.0,N,2
263,I Met the Walrus,2007-06-13,15 Feb 2008,0.0,0.0,0.0,Documentary,,5.0,,7.0,"N1O, ++3,1",,3.0,1.0,N,1
264,Madame Tutli-Putli,2007-05-19,15 Feb 2008,0.0,0.0,0.0,Animation,,17.0,,7.3,"N1O, ++12,5",,12.0,5.0,N,1
265,Peter Pan,1953-02-05,05 Feb 1953,4000000.0,87404651.0,0.0,Animation,G,77.0,76.0,7.3,2,Walt Disney,,,,2
266,Night at the Museum,2006-10-20,22 Dec 2006,110000000.0,574480841.0,249300000.0,Action,PG,108.0,48.0,6.4,"2,8",20th Century Fox,0.0,8.0,,2
267,Transformers,2007-06-27,03 Jul 2007,150000000.0,709709780.0,319014499.0,Adventure,PG-13,144.0,61.0,7.1,"N3O, ++20,41",Dreamworks,20.0,41.0,N,3
268,Lars and the Real Girl,2007-10-12,02 Nov 2007,12000000.0,11293663.0,5802820.0,Comedy,PG-13,106.0,70.0,7.3,"N1O, ++7,32",MGM/Sidney Kimmel Entertainment,7.0,32.0,N,1
269,Michael Shannon Michael Shannon John,2015-09-26,03 Mar 2016,0.0,0.0,0.0,Documentary,,80.0,,6.4,"0, 0, 0, 0,",,0.0,,,0
270,One Day,2011-03-02,19 Aug 2011,15000000.0,59389433.0,13766014.0,Drama,PG-13,107.0,48.0,7.0,"++1,2",Focus Features,0.0,2.0,,1
271,Bolt,2008-01-29,21 Nov 2008,150000000.0,309979994.0,114053579.0,Animation,PG,96.0,67.0,6.9,"N1O, ++++1,30",Walt Disney Pictures,1.0,30.0,N,1
272,Kung Fu Panda,2008-06-04,06 Jun 2008,130000000.0,631744560.0,215395021.0,Adventure,PG,92.0,73.0,7.6,"N1O, ++14,37",Paramount Pictures,14.0,37.0,N,1
