,Movie,Release Date_x,Release Date_y,Budget,Revenue,Box Office,Genres,Rating,Runtime,Metascore,IMDb Rating,Production Company,wins,nominations,Win or Nominated,Oscar Wins
0,Capote,2005-09-30,03 Feb 2006,7000000.0,49084830.0,28337516.0,Crime,R,114.0,88.0,7.4,Sony Pictures Classics,58.0,86.0,W,1
1,American Hustle,2013-12-12,20 Dec 2013,40000000.0,251171807.0,99165609.0,Drama,R,138.0,90.0,7.3,Sony Pictures,70.0,208.0,N,1
2,Brokeback Mountain,2005-09-10,13 Jan 2006,14000000.0,178043761.0,82970165.0,Drama,R,134.0,87.0,7.7,Focus Features,138.0,128.0,W,3
3,Walk the Line,2005-09-13,18 Nov 2005,28000000.0,186438883.0,119317827.0,Drama,PG-13,136.0,72.0,7.9,20th Century Fox,44.0,46.0,W,1
4,"Good Night, and Good Luck.",2005-09-16,04 Nov 2005,7000000.0,54600000.0,31500000.0,Drama,PG,93.0,80.0,7.5,Warner Independent Pictures,38.0,121.0,N,6
5,Syriana,2005-11-23,09 Dec 2005,50000000.0,93974620.0,50800000.0,Drama,R,128.0,76.0,6.9,Warner Bros. Pictures,13.0,28.0,W,1
6,Crash,2005-05-06,06 May 2005,6500000.0,98410061.0,55382847.0,Drama,R,112.0,69.0,7.8,Lions Gate Films,64.0,111.0,W,3
7,Cinderella Man,2005-06-02,03 Jun 2005,88000000.0,108539911.0,61600000.0,Romance,PG-13,144.0,69.0,8.0,Universal Pictures,16.0,41.0,N,3
8,A History of Violence,2005-09-23,30 Sep 2005,32000000.0,60740827.0,31500000.0,Drama,R,96.0,81.0,7.5,New Line Cinema,37.0,78.0,N,2
9,Mrs Henderson Presents,2005-09-08,17 Feb 2006,0.0,0.0,10965943.0,Comedy,R,103.0,71.0,7.1,Weinstein Company,6.0,31.0,N,2
10,Transamerica,2005-12-23,03 Mar 2006,1000000.0,13350369.0,8713873.0,Drama,R,103.0,66.0,7.4,Weinstein Company,32.0,23.0,N,2
11,Pride,2014-09-12,12 Sep 2014,0.0,7523634.0,0.0,Drama,R,119.0,79.0,7.8,CBS Films,9.0,17.0,N,1
12,North Country,2005-02-12,21 Oct 2005,35000000.0,25224242.0,18324242.0,Drama,R,126.0,68.0,7.3,Warner Bros. Pictures,6.0,17.0,N,2
13,Junebug,2005-08-03,16 Sep 2005,1000000.0,0.0,2416555.0,Comedy,R,106.0,80.0,7.0,Sony Pictures Classics,21.0,27.0,N,1
14,The Constant Gardener,2005-08-31,31 Aug 2005,25000000.0,82466670.0,33565375.0,Drama,R,129.0,82.0,7.4,Focus Features,35.0,68.0,W,1
19,Blood Diamond,2006-12-07,08 Dec 2006,100000000.0,170877916.0,57300000.0,Drama,R,143.0,64.0,8.0,Warner Bros. Pictures,8.0,26.0,N,5
20,Half Nelson,2006-08-11,22 Sep 2006,700000.0,4911725.0,2591047.0,Drama,R,106.0,85.0,7.2,ThinkFilm,29.0,47.0,N,1
21,Venus,2006-09-02,16 Feb 2007,0.0,0.0,3261449.0,Comedy,R,95.0,82.0,7.1,Miramax Films,4.0,20.0,N,1
22,The Pursuit of Happyness,2006-12-14,15 Dec 2006,55000000.0,307077295.0,162586036.0,Drama,PG-13,117.0,64.0,8.0,Sony Pictures,11.0,24.0,N,1
23,The Last King of Scotland,2006-09-01,19 Jan 2007,6000000.0,48027970.0,17449410.0,Drama,R,123.0,74.0,7.7,Fox Searchlight,47.0,31.0,W,1
24,Little Miss Sunshine,2006-07-26,18 Aug 2006,8000000.0,100523181.0,59831476.0,Comedy,R,101.0,80.0,7.8,Fox Searchlight,68.0,107.0,W,2
25,Little Children,2006-10-06,09 Feb 2007,26000000.0,14821658.0,5307219.0,Romance,R,136.0,75.0,7.5,New Line Cinema,20.0,57.0,N,3
26,Dreamgirls,2006-12-25,25 Dec 2006,70000000.0,154937680.0,103300000.0,Drama,PG-13,130.0,76.0,6.5,Dreamworks,66.0,91.0,W,2
27,The Departed,2006-10-05,06 Oct 2006,90000000.0,289847354.0,132300000.0,Drama,R,151.0,85.0,8.5,Warner Bros. Pictures,92.0,135.0,W,4
28,Volver,2006-03-16,26 Jan 2007,12899867.0,85582407.0,12830604.0,Comedy,R,121.0,84.0,7.6,Sony Pictures Classics,60.0,90.0,N,1
29,Notes on a Scandal,2006-12-25,26 Jan 2007,15000000.0,49469904.0,17400000.0,Drama,R,92.0,73.0,7.4,Fox Searchlight Pictures,15.0,68.0,N,4
30,The Queen,2006-09-15,17 Nov 2006,15000000.0,123384128.0,56222759.0,Drama,PG-13,103.0,91.0,7.3,Miramax Films,94.0,95.0,W,1
31,The Devil Wears Prada,2006-06-30,30 Jun 2006,35000000.0,326551094.0,124700000.0,Comedy,PG-13,109.0,62.0,6.9,20th Century Fox,16.0,50.0,N,2
32,Babel,2006-09-08,10 Nov 2006,25000000.0,135330182.0,34237104.0,Drama,R,143.0,69.0,7.5,Paramount Classics,41.0,134.0,W,1
36,Michael Clayton,2007-09-28,12 Oct 2007,25000000.0,92991835.0,48976323.0,Drama,R,119.0,82.0,7.3,Warner Bros. Pictures,26.0,110.0,W,1
37,There Will Be Blood,2007-12-28,25 Jan 2008,25000000.0,77208711.0,40133435.0,Drama,R,158.0,93.0,8.1,Paramount Vantage,106.0,136.0,W,2
38,Sweeney Todd: The Demon Barber of Fleet Street,2007-12-20,21 Dec 2007,50000000.0,152000000.0,52900000.0,Drama,R,116.0,83.0,7.4,DreamWorks/Paramount Studios,33.0,75.0,W,1
39,In the Valley of Elah,2007-08-31,28 Sep 2007,23000000.0,29541790.0,6585535.0,History,R,121.0,65.0,7.2,Warner Independent Pictures,2.0,17.0,N,1
40,Eastern Promises,2007-09-14,21 Sep 2007,51500000.0,55112356.0,17114882.0,Thriller,R,100.0,82.0,7.7,Focus Features,28.0,70.0,N,1
41,The Assassination of Jesse James by the Coward Robert Ford,2007-09-02,19 Oct 2007,30000000.0,14711793.0,3900000.0,Action,R,160.0,68.0,7.5,Warner Bros. Pictures,25.0,65.0,N,2
42,No Country for Old Men,2007-11-08,21 Nov 2007,25000000.0,171627166.0,74223625.0,Crime,R,122.0,91.0,8.1,Miramax Films,157.0,132.0,W,4
43,Charlie Wilson's War,2007-12-19,21 Dec 2007,75000000.0,119000410.0,66636385.0,Comedy,R,102.0,69.0,7.1,Universal Pictures,5.0,22.0,N,1
44,Into the Wild,2007-09-11,19 Oct 2007,15000000.0,56255142.0,18173360.0,Adventure,R,148.0,73.0,8.1,Paramount Vantage,23.0,99.0,N,2
45,Elizabeth: The Golden Age,2007-09-09,12 Oct 2007,55000000.0,74237563.0,16264475.0,Drama,PG-13,114.0,45.0,6.9,Universal Pictures,5.0,29.0,W,1
46,Away from Her,2006-09-11,25 May 2007,0.0,0.0,15830046.0,Drama,PG-13,110.0,88.0,7.6,Lionsgate,62.0,38.0,N,2
47,The Savages,2007-01-19,01 Feb 2008,0.0,0.0,6426953.0,Drama,R,113.0,85.0,7.2,Fox Searchlight Pictures,17.0,31.0,N,2
48,Juno,2007-12-05,25 Dec 2007,7500000.0,231411584.0,143380890.0,Comedy,PG-13,96.0,81.0,7.5,Fox Searchlight,89.0,95.0,W,1
49,American Gangster,2007-11-02,02 Nov 2007,100000000.0,266465037.0,130127620.0,Drama,R,157.0,76.0,7.8,Universal Pictures,12.0,35.0,N,2
50,Atonement,2007-08-29,11 Jan 2008,30000000.0,129266061.0,50830581.0,Drama,R,123.0,85.0,7.8,Focus Features,50.0,146.0,W,1
51,Gone Baby Gone,2007-10-19,19 Oct 2007,19000000.0,34619699.0,20300218.0,Crime,R,114.0,72.0,7.7,Miramax,34.0,29.0,N,1
53,"Roman J. Israel, Esq.",2017-11-17,22 Nov 2017,22000000.0,11942780.0,11887893.0,Crime,PG-13,122.0,58.0,6.4,Sony Pictures,1.0,7.0,N,1
54,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006-11-01,03 Nov 2006,18000000.0,261572744.0,128400000.0,Comedy,R,84.0,89.0,7.3,20th Century Fox,20.0,33.0,N,1
55,From Russia with Love,1963-10-11,27 May 1964,2000000.0,78898765.0,0.0,Action,PG,115.0,85.0,7.5,United Artists,3.0,5.0,N,1
56,The Visitor,2007-09-07,23 May 2008,0.0,9234510.0,9234510.0,Crime,PG-13,104.0,79.0,7.7,Overture Films,19.0,34.0,N,1
57,Frost/Nixon,2008-10-15,23 Jan 2009,25000000.0,18593156.0,18600000.0,Drama,R,122.0,80.0,7.7,Universal Pictures,21.0,71.0,N,5
58,Milk,2008-11-26,30 Jan 2009,20000000.0,54586584.0,31716847.0,History,R,128.0,84.0,7.6,Focus Features,61.0,141.0,W,2
59,The Curious Case of Benjamin Button,2008-12-25,25 Dec 2008,150000000.0,333932083.0,127490802.0,Fantasy,PG-13,166.0,70.0,7.8,Paramount,77.0,155.0,W,3
60,The Wrestler,2008-09-07,30 Jan 2009,6000000.0,44703995.0,26136413.0,Drama,R,109.0,81.0,7.9,Fox Searchlight Pictures,57.0,86.0,N,2
61,Tropic Thunder,2008-08-09,13 Aug 2008,92000000.0,188072649.0,110416702.0,Action,R,107.0,71.0,7.0,DreamWorks/Paramount Studios,10.0,43.0,N,1
62,Doubt,2008-11-27,25 Dec 2008,20000000.0,50907234.0,33422556.0,Drama,PG-13,104.0,68.0,7.5,Miramax,26.0,88.0,N,5
63,The Dark Knight,2008-07-16,18 Jul 2008,185000000.0,1004558444.0,533316061.0,Drama,PG-13,152.0,84.0,9.0,Warner Bros. Pictures/Legendary,152.0,155.0,W,2
64,Revolutionary Road,2008-12-19,23 Jan 2009,35000000.0,75225693.0,22877808.0,Drama,R,119.0,69.0,7.3,Paramount Vantage,19.0,67.0,N,3
65,Rachel Getting Married,2008-10-03,07 Nov 2008,0.0,0.0,12748504.0,Drama,R,113.0,82.0,6.7,Sony Pictures Classics,31.0,63.0,N,1
66,Changeling,2008-01-30,31 Oct 2008,55000000.0,113020255.0,35707327.0,Crime,R,141.0,63.0,7.8,Universal Pictures,13.0,47.0,N,3
67,Frozen River,2008-08-01,05 Sep 2008,0.0,0.0,2061019.0,Drama,R,97.0,82.0,7.2,Sony Pictures Classics,32.0,37.0,N,2
68,The Reader,2008-12-10,30 Jan 2009,32000000.0,113019290.0,34111418.0,Drama,R,124.0,58.0,7.6,The Weinstein Co./MGM,25.0,47.0,W,1
69,Vicky Cristina Barcelona,2008-08-15,15 Aug 2008,15000000.0,96408652.0,23164041.0,Drama,PG-13,96.0,70.0,7.1,The Weinstein Co.,31.0,53.0,W,1
75,Crazy Heart,2009-12-16,05 Feb 2010,7000000.0,47405566.0,38349555.0,Drama,R,112.0,83.0,7.3,Fox Searchlight Pictures,36.0,29.0,W,2
76,Up in the Air,2009-09-05,23 Dec 2009,25000000.0,163670000.0,83775048.0,Drama,R,109.0,83.0,7.4,Paramount Pictures,76.0,158.0,N,6
77,A Single Man,2009-10-19,05 Feb 2010,7000000.0,24964890.0,9098668.0,Romance,R,99.0,77.0,7.6,The Weinstein Company,36.0,55.0,N,1
78,Invictus,2009-12-10,11 Dec 2009,60000000.0,122233971.0,37431431.0,Drama,PG-13,134.0,74.0,7.3,Warner Bros. Pictures,10.0,33.0,N,2
79,The Hurt Locker,2008-10-10,31 Jul 2009,15000000.0,42000000.0,15700000.0,Drama,R,131.0,94.0,7.6,Summit Entertainment,117.0,126.0,W,6
80,The Messenger,2009-11-13,04 Dec 2009,6500000.0,1521261.0,1006655.0,Drama,R,113.0,77.0,7.1,Oscilloscope Pictures,17.0,44.0,N,2
81,The Last Station,2009-09-04,26 Feb 2010,0.0,0.0,6500000.0,Drama,R,112.0,76.0,7.0,Sony Pictures Classics,3.0,15.0,N,2
82,The Lovely Bones,2009-12-26,15 Jan 2010,65000000.0,93525586.0,43982842.0,Fantasy,PG-13,135.0,42.0,6.7,Paramount Pictures,10.0,45.0,N,1
83,Inglourious Basterds,2009-08-18,21 Aug 2009,70000000.0,319131050.0,120523073.0,Drama,R,153.0,69.0,8.3,The Weinstein Company,129.0,165.0,W,1
84,The Blind Side,2009-11-20,20 Nov 2009,29000000.0,309208309.0,255900000.0,Drama,PG-13,129.0,53.0,7.7,Warner Bros. Pictures,7.0,30.0,W,1
85,An Education,2009-10-29,05 Feb 2010,7500000.0,26096852.0,12512069.0,Drama,PG-13,100.0,85.0,7.3,Sony Classics,35.0,91.0,N,3
86,Precious,2009-11-06,20 Nov 2009,10000000.0,47536959.0,47536959.0,Drama,R,110.0,79.0,7.3,Lionsgate Films,111.0,98.0,W,2
87,Nine,2009-12-03,25 Dec 2009,80000000.0,53825515.0,19628665.0,Drama,PG-13,118.0,49.0,5.8,The Weinstein Co.,8.0,56.0,N,4
93,Biutiful,2010-10-20,04 Feb 2011,0.0,25147786.0,5100937.0,Drama,R,148.0,58.0,7.5,Roadside Attractions,18.0,45.0,N,2
94,True Grit,2010-12-22,22 Dec 2010,38000000.0,252276927.0,171031347.0,Drama,PG-13,110.0,80.0,7.6,Paramount Pictures,37.0,153.0,N,1
95,The Social Network,2010-10-01,01 Oct 2010,40000000.0,224920315.0,96400000.0,Drama,PG-13,120.0,95.0,7.7,Columbia Pictures,165.0,168.0,W,3
96,The King's Speech,2010-09-06,25 Dec 2010,15000000.0,414211549.0,138300000.0,Drama,R,118.0,88.0,8.0,The Weinstein Company,102.0,194.0,W,4
97,127 Hours,2010-11-05,28 Jan 2011,18000000.0,35692920.0,18329466.0,Adventure,R,94.0,82.0,7.6,Fox Searchlight,23.0,141.0,N,6
98,The Fighter,2010-12-17,17 Dec 2010,25000000.0,93617009.0,93571803.0,Drama,R,116.0,79.0,7.8,Paramount Pictures,72.0,116.0,W,2
99,Winter's Bone,2010-06-11,16 Jul 2010,2000000.0,13831503.0,6200000.0,Drama,R,100.0,90.0,7.2,Roadside Attractions,63.0,120.0,N,4
100,The Town,2010-09-15,17 Sep 2010,37000000.0,154026136.0,92173235.0,Crime,R,125.0,74.0,7.6,Warner Bros. Pictures,9.0,45.0,N,1
101,The Kids Are All Right,2010-07-09,30 Jul 2010,3500000.0,34705850.0,20803237.0,Comedy,R,106.0,86.0,7.0,Focus Features,28.0,120.0,N,4
102,Rabbit Hole,2010-12-16,28 Jan 2011,5000000.0,5129058.0,2221809.0,Drama,PG-13,91.0,76.0,7.0,Lionsgate Films,7.0,40.0,N,1
103,Black Swan,2010-12-03,17 Dec 2010,13000000.0,327803731.0,106952327.0,Drama,R,108.0,79.0,8.0,Fox Searchlight,91.0,257.0,W,1
104,Blue Valentine,2010-12-27,28 Jan 2011,3500000.0,16566240.0,9600000.0,Drama,R,112.0,81.0,7.4,Weinstein Company,9.0,52.0,N,1
105,Animal Kingdom,2010-06-03,03 Jun 2010,5000000.0,1000000.0,1000000.0,Drama,R,113.0,83.0,7.3,Sony Pictures Classics,38.0,54.0,N,1
106,A Better Life,2011-06-24,28 Jul 2011,10000000.0,1759252.0,1754319.0,Drama,PG-13,98.0,64.0,7.2,Summit Entertainment,6.0,8.0,N,1
107,The Descendants,2011-09-09,09 Dec 2011,20000000.0,177243185.0,78500000.0,Comedy,R,115.0,84.0,7.3,Fox Searchlight Pictures,66.0,142.0,W,1
108,The Artist,2011-06-26,20 Jan 2012,15000000.0,133432856.0,44667095.0,Drama,PG-13,100.0,89.0,7.9,The Weinstein Company,145.0,188.0,W,5
109,Tinker Tailor Soldier Spy,2011-09-16,06 Jan 2012,30000000.0,80630608.0,20200000.0,Drama,R,122.0,85.0,7.1,Focus Features,35.0,93.0,N,3
110,Moneyball,2011-09-22,23 Sep 2011,50000000.0,110206216.0,75605492.0,Drama,PG-13,133.0,87.0,7.6,Sony Pictures,29.0,75.0,N,6
111,My Week with Marilyn,2011-11-23,23 Dec 2011,6400000.0,35057696.0,12600000.0,Drama,R,99.0,65.0,7.0,The Weinstein Company,19.0,59.0,N,2
112,Warrior,2011-09-09,09 Sep 2011,25000000.0,23057115.0,13600000.0,Action,PG-13,140.0,71.0,8.2,Lionsgate,6.0,20.0,N,1
113,Beginners,2011-06-09,09 Jun 2011,3200000.0,14311701.0,5764842.0,Drama,R,105.0,81.0,7.2,Focus Features,34.0,29.0,W,1
114,Extremely Loud & Incredibly Close,2011-12-24,20 Jan 2012,40000000.0,55247881.0,31836745.0,Drama,PG-13,129.0,46.0,6.9,Warner Bros. Pictures,8.0,23.0,N,2
115,Albert Nobbs,2011-12-21,22 Feb 2012,8000000.0,5634828.0,3014541.0,Drama,R,113.0,57.0,6.7,Roadside Attractions,19.0,39.0,N,3
116,The Help,2011-08-09,10 Aug 2011,25000000.0,124272124.0,169705587.0,Drama,PG-13,146.0,62.0,8.1,DreamWorks Studios,79.0,116.0,W,1
117,The Girl with the Dragon Tattoo,2011-12-14,21 Dec 2011,90000000.0,232617430.0,102515793.0,Thriller,R,158.0,71.0,7.8,Sony Pictures,27.0,90.0,W,1
118,The Iron Lady,2011-12-30,13 Jan 2012,13000000.0,114956699.0,29959436.0,History,PG-13,105.0,54.0,6.4,The Weinstein Co.,23.0,47.0,W,2
119,Bridesmaids,2011-05-13,13 May 2011,32500000.0,288383523.0,166500000.0,Comedy,R,125.0,75.0,6.8,Universal Studios,25.0,69.0,N,2
121,Rango,2011-03-02,04 Mar 2011,10000000.0,0.0,123188232.0,Animation,PG,107.0,75.0,7.2,Paramount Pictures,45.0,24.0,W,1
124,Silver Linings Playbook,2012-09-08,25 Dec 2012,21000000.0,236412453.0,132088910.0,Drama,R,122.0,81.0,7.7,The Weinstein Company,88.0,145.0,W,1
125,Lincoln,2012-11-09,16 Nov 2012,65000000.0,275293450.0,129477447.0,History,PG-13,150.0,86.0,7.4,Dreamworks Pictures,108.0,242.0,W,2
126,Les Misérables,2012-12-18,25 Dec 2012,61000000.0,441809770.0,148775460.0,History,PG-13,158.0,63.0,7.6,Universal Pictures,81.0,172.0,W,3
127,The Master,2012-09-07,21 Sep 2012,32000000.0,28258060.0,15800000.0,Drama,R,138.0,86.0,7.1,The Weinstein Company,76.0,179.0,N,3
128,Flight,2012-11-02,02 Nov 2012,31000000.0,161772375.0,89400000.0,Drama,R,138.0,76.0,7.3,Paramount Pictures,16.0,42.0,N,2
129,Argo,2012-10-11,12 Oct 2012,44500000.0,232324128.0,136019448.0,Drama,R,120.0,86.0,7.7,Warner Bros. Pictures,94.0,152.0,W,3
130,Django Unchained,2012-12-25,25 Dec 2012,100000000.0,425368238.0,162804648.0,Drama,R,165.0,81.0,8.4,The Weinstein Co.,56.0,151.0,W,2
131,Zero Dark Thirty,2012-12-19,11 Jan 2013,40000000.0,132820716.0,95720716.0,Thriller,R,157.0,95.0,7.4,Columbia Pictures,87.0,171.0,W,1
132,Amour,2012-07-01,20 Sep 2012,8900000.0,29844753.0,6700000.0,Drama,PG-13,127.0,94.0,7.9,Sony Pictures Classics,77.0,103.0,W,1
133,Beasts of the Southern Wild,2012-06-29,05 Jul 2012,1800000.0,21107746.0,12784397.0,Drama,PG-13,93.0,86.0,7.3,Fox Searchlight,92.0,123.0,N,4
135,The Sessions,2012-05-02,16 Nov 2012,1000000.0,9138338.0,5997134.0,Drama,R,95.0,79.0,7.2,Fox Searchlight Pictures,18.0,63.0,N,1
136,Corpse Bride,2005-09-12,23 Sep 2005,40000000.0,117195061.0,53300000.0,Romance,PG,77.0,83.0,7.4,Warner Bros. Pictures,8.0,28.0,N,1
138,Nebraska,2013-09-21,24 Jan 2014,12000000.0,17654912.0,11348612.0,Drama,R,115.0,86.0,7.7,Paramount Pictures,28.0,157.0,N,6
139,The Wolf of Wall Street,2013-12-25,25 Dec 2013,100000000.0,392000694.0,91330760.0,Crime,R,180.0,75.0,8.2,Paramount Studios,38.0,165.0,N,5
140,12 Years a Slave,2013-10-18,08 Nov 2013,20000000.0,187000000.0,50628650.0,Drama,R,134.0,96.0,8.1,Fox Searchlight,235.0,326.0,W,3
141,Dallas Buyers Club,2013-11-17,22 Nov 2013,5000000.0,55198285.0,23750994.0,Drama,R,117.0,84.0,8.0,Focus Features,81.0,81.0,W,3
142,Captain Phillips,2013-10-10,11 Oct 2013,55000000.0,95000000.0,107100855.0,Action,PG-13,134.0,83.0,7.8,Sony Pictures,16.0,144.0,N,6
143,Blue Jasmine,2013-07-25,23 Aug 2013,18000000.0,99206215.0,0.0,Comedy,PG-13,98.0,78.0,7.3,Sony Pictures Classics,54.0,75.0,W,1
144,Gravity,2013-10-03,04 Oct 2013,105000000.0,716392705.0,274084951.0,Science Fiction,PG-13,91.0,96.0,7.7,Warner Bros. Pictures,232.0,175.0,W,7
145,Philomena,2013-11-01,27 Nov 2013,12000000.0,100129872.0,0.0,Drama,PG-13,98.0,77.0,7.6,The Weinstein Company,32.0,76.0,N,4
146,August: Osage County,2013-12-26,10 Jan 2014,25000000.0,74188937.0,29202643.0,Comedy,R,121.0,58.0,7.2,The Weinstein Company,15.0,62.0,N,2
149,Foxcatcher,2014-05-19,16 Jan 2015,24000000.0,12096300.0,9744477.0,Drama,R,134.0,81.0,7.0,Sony Pictures Classics,12.0,74.0,N,5
150,American Sniper,2014-12-11,16 Jan 2015,58800000.0,542307423.0,274377268.0,War,R,133.0,72.0,7.3,Warner Bros.,23.0,42.0,W,1
151,The Imitation Game,2014-11-14,25 Dec 2014,14000000.0,233555708.0,0.0,History,PG-13,114.0,73.0,8.0,The Weinstein Company,46.0,155.0,W,1
152,The Theory of Everything,2014-11-26,26 Nov 2014,15000000.0,123726688.0,35887263.0,Drama,PG-13,123.0,72.0,7.7,Focus Features,24.0,121.0,W,1
153,The Judge,2014-10-08,10 Oct 2014,50000000.0,83719388.0,35631470.0,Drama,R,141.0,48.0,7.4,Warner Bros. Pictures,3.0,8.0,N,1
154,Boyhood,2014-06-05,15 Aug 2014,4000000.0,44349000.0,18859617.0,Drama,R,165.0,100.0,7.9,IFC Films,171.0,209.0,W,1
155,Whiplash,2014-10-10,15 Oct 2014,3300000.0,13092000.0,0.0,Drama,R,106.0,88.0,8.5,Sony Pictures Classics,89.0,136.0,W,3
156,Still Alice,2014-12-05,20 Feb 2015,5000000.0,43884652.0,0.0,Drama,PG-13,101.0,72.0,7.5,Sony Pictures Classics,30.0,32.0,W,1
157,Gone Girl,2014-10-01,03 Oct 2014,61000000.0,369330363.0,0.0,Mystery,R,149.0,79.0,8.1,20th Century Fox,65.0,177.0,N,1
158,Wild,2014-12-05,19 Dec 2014,15000000.0,52501541.0,24673716.0,Drama,R,115.0,76.0,7.1,20th Century Fox,11.0,65.0,N,2
159,Into the Woods,2014-12-25,25 Dec 2014,50000000.0,212902372.0,89789227.0,Fantasy,PG,125.0,69.0,6.0,Walt Disney Pictures,11.0,71.0,N,3
161,Trumbo,2015-10-27,27 Nov 2015,15000000.0,8235661.0,0.0,Drama,R,124.0,60.0,7.5,Bleecker Street Media,5.0,41.0,N,1
162,The Martian,2015-09-30,02 Oct 2015,108000000.0,630161890.0,202313768.0,Drama,PG-13,144.0,80.0,8.0,20th Century Fox,37.0,185.0,N,7
163,The Revenant,2015-12-25,08 Jan 2016,135000000.0,532950503.0,0.0,Western,R,156.0,76.0,8.0,20th Century Fox,86.0,181.0,W,3
164,Steve Jobs,2015-10-09,23 Oct 2015,30000000.0,34441873.0,12403169.0,Drama,R,122.0,82.0,7.2,Universal Pictures,28.0,109.0,N,2
165,The Danish Girl,2015-11-27,22 Jan 2016,15000000.0,64191523.0,0.0,Drama,R,119.0,66.0,7.1,Focus Features,30.0,73.0,W,1
166,The Big Short,2015-12-11,23 Dec 2015,28000000.0,133346506.0,0.0,Comedy,R,130.0,81.0,7.8,Paramount Pictures,37.0,79.0,W,1
167,Spotlight,2015-11-06,20 Nov 2015,20000000.0,88346473.0,0.0,Drama,R,129.0,93.0,8.1,Open Road Films,119.0,138.0,W,2
168,Bridge of Spies,2015-10-15,16 Oct 2015,40000000.0,165478348.0,0.0,Thriller,PG-13,142.0,81.0,7.6,Dreamworks Pictures,30.0,99.0,W,1
169,Creed,2015-11-25,25 Nov 2015,37000000.0,173567581.0,81157671.0,Drama,PG-13,133.0,82.0,7.6,Warner Bros.,46.0,61.0,N,1
170,Carol,2015-11-20,15 Jan 2016,0.0,40272135.0,8518148.0,Romance,R,118.0,95.0,7.2,The Weinstein Company,75.0,238.0,N,6
171,Room,2015-10-16,22 Jan 2016,6000000.0,35401758.0,14677654.0,Drama,R,118.0,86.0,8.2,Element Pictures,103.0,136.0,W,1
172,Joy,2015-12-24,25 Dec 2015,60000000.0,101134059.0,42581369.0,Drama,PG-13,124.0,56.0,6.6,20th Century Fox,7.0,20.0,N,1
