,Movie,Release Date_x,Release Date_y,Budget,Revenue,Box Office,Genres,Rating,Runtime,Metascore,IMDb Rating,Production Company,wins,nominations,Win or Nominated,Oscar Wins
362,Iron Man 2,2010-04-28,07 May 2010,200000000.0,623933331.0,312057433.0,Adventure,PG-13,124.0,57.0,7.0,Paramount Studios,7.0,42.0,N,1
363,Another Year,2010-11-05,04 Feb 2011,8000000.0,18124262.0,3200000.0,Comedy,PG-13,129.0,80.0,7.3,Sony Classics,22.0,53.0,N,1
365,Hearts of Darkness: A Filmmaker's Apocalypse,1991-09-06,06 Dec 1991,0.0,0.0,0.0,Documentary,R,96.0,0,8.2,Showtime Network,6.0,5.0,W,2
369,Kung Fu Panda 2,2011-05-25,26 May 2011,150000000.0,665692281.0,165230261.0,Animation,PG,90.0,67.0,7.2,Paramount Studios/Dreamworks,5.0,46.0,N,1
370,Puss in Boots,2011-10-28,28 Oct 2011,130000000.0,554987477.0,149234747.0,Action,PG,90.0,65.0,6.6,Paramount/Dreamworks,9.0,42.0,N,1
371,Harry Potter and the Deathly Hallows: Part 2,2011-07-07,15 Jul 2011,125000000.0,1342000000.0,381000185.0,Family,PG-13,130.0,87.0,8.1,Warner Bros. Pictures,45.0,91.0,N,3
372,Hugo,2011-11-22,23 Nov 2011,170000000.0,185770160.0,73820094.0,Adventure,PG,126.0,83.0,7.5,Paramount Studios,57.0,186.0,W,5
373,Midnight in Paris,2011-05-11,10 Jun 2011,30000000.0,151119219.0,55400000.0,Fantasy,PG-13,94.0,81.0,7.7,Sony Pictures Classics,24.0,101.0,W,1
374,War Horse,2011-12-25,25 Dec 2011,66000000.0,177584879.0,79883359.0,Drama,PG-13,146.0,72.0,7.2,Walt Disney Pictures,15.0,70.0,N,6
375,The Tree of Life,2011-05-18,17 May 2011,32000000.0,54674226.0,13303319.0,Drama,PG-13,139.0,85.0,6.8,Fox Searchlight,111.0,117.0,N,3
376,Anonymous,2011-10-21,28 Oct 2011,30000000.0,15395087.0,4463292.0,Drama,PG-13,130.0,50.0,6.9,Sony Pictures,7.0,8.0,N,1
377,Jane Eyre,2011-03-11,22 Apr 2011,0.0,34710627.0,0.0,Drama,PG-13,120.0,76.0,7.4,Focus Features,10.0,14.0,N,1
378,W.E.,2011-09-01,20 Jan 2012,15000000.0,868439.0,582075.0,Drama,R,119.0,37.0,6.3,The Weinstein Company,4.0,4.0,N,1
379,Hell and Back Again,2011-10-04,05 Oct 2011,0.0,0.0,37539.0,Documentary,NOT RATED,88.0,81.0,6.5,Docurama Films,4.0,8.0,N,1
380,If a Tree Falls: A Story of the Earth Liberation Front,2011-06-22,01 Jan 2011,0.0,0.0,61153.0,Documentary,UNRATED,85.0,65.0,7.2,Oscilloscope,6.0,3.0,N,1
381,Paradise Lost 3: Purgatory,2011-10-10,13 Oct 2012,0.0,0.0,0.0,Documentary,NOT RATED,121.0,85.0,8.1,@radical.media,5.0,5.0,N,1
382,Pina,2011-02-24,24 Feb 2011,4317946.0,14624826.0,3520458.0,Documentary,PG,103.0,83.0,7.7,IFC Films,10.0,24.0,N,1
383,Undefeated,2011-03-13,03 Aug 2012,0.0,0.0,561054.0,Documentary,PG-13,113.0,71.0,7.8,The Weinstein Company,3.0,8.0,W,1
384,The Barber of Birmingham: Foot Soldier of the Civil Rights Movement,2011-01-01,Not Listed,0.0,0.0,0.0,Documentary,Not Listed,25.0,0,7.2,Not Listed,2.0,1.0,N,1
385,Incident in New Baghdad,2011-04-24,24 Apr 2011,0.0,0.0,0.0,Documentary,Not Listed,22.0,0,6.6,Morninglight Films,4.0,Not Listed,N,1
387,The Tsunami and the Cherry Blossom,2011-09-12,20 Jan 2012,0.0,0.0,0.0,Documentary,Not Listed,39.0,0,7.8,Not Listed,2.0,3.0,N,1
388,In Darkness,2018-05-25,05 Jan 2012,0.0,0.0,1038733.0,Thriller,R,145.0,74.0,7.3,Sony Pictures,10.0,17.0,N,1
389,Monsieur Lazhar,2011-09-10,07 Mar 2012,0.0,6581915.0,2009041.0,Drama,PG-13,94.0,82.0,7.5,Music Box Films,30.0,12.0,N,1
390,The Adventures of Tintin,2011-10-25,21 Dec 2011,130000000.0,371940071.0,75300000.0,Adventure,PG,107.0,68.0,7.3,Paramount,21.0,60.0,N,1
392,La Luna,1979-08-29,22 Jun 2012,0.0,0.0,0.0,Drama,G,7.0,0,8.0,Disney Pixar,0.0,Not Listed,N,1
393,Pentecost,2011-02-10,04 Mar 2011,0.0,0.0,0.0,Comedy,Not Listed,11.0,0,6.7,EMU Productions,0.0,Not Listed,N,1
397,Tuba Atlantic,2010-02-10,01 Jun 2010,0.0,0.0,0.0,Comedy,Not Listed,25.0,0,7.5,The Norwegian Film School,5.0,Not Listed,N,1
398,Drive,2011-08-06,16 Sep 2011,15000000.0,78054825.0,34300000.0,Drama,R,100.0,78.0,7.8,FilmDistrict,77.0,170.0,N,1
399,Transformers: Dark of the Moon,2011-06-28,29 Jun 2011,195000000.0,1123746996.0,352358779.0,Action,PG-13,154.0,42.0,6.3,Paramount Studios,10.0,39.0,N,3
400,Real Steel,2011-09-28,07 Oct 2011,110000000.0,299268508.0,85463309.0,Action,PG-13,127.0,56.0,7.1,Walt Disney Pictures,2.0,5.0,N,1
401,Rise of the Planet of the Apes,2011-08-03,05 Aug 2011,93000000.0,482860185.0,175300000.0,Thriller,PG-13,105.0,68.0,7.6,20th Century Fox,21.0,42.0,N,1
402,The Ides of March,2011-09-24,07 Oct 2011,12500000.0,75993061.0,40962534.0,Drama,R,101.0,67.0,7.1,Sony Pictures,9.0,33.0,N,1
403,Margin Call,2011-09-28,29 Sep 2011,3500000.0,19504039.0,600000.0,Thriller,R,107.0,76.0,7.1,Roadside Attractions,8.0,23.0,N,1
406,Brave,2012-06-21,22 Jun 2012,185000000.0,538983207.0,237282182.0,Animation,PG,93.0,69.0,7.1,Walt Disney Pictures,18.0,48.0,W,1
407,Frankenweenie,2012-10-04,05 Oct 2012,39000000.0,35287788.0,35287788.0,Animation,PG,87.0,74.0,7.0,Walt Disney Pictures,11.0,49.0,N,1
408,ParaNorman,2012-08-03,17 Aug 2012,60000000.0,107139399.0,55994557.0,Family,PG,92.0,72.0,7.0,Focus Features,19.0,45.0,N,1
409,Wreck-It Ralph,2012-11-01,02 Nov 2012,165000000.0,471222889.0,189412677.0,Family,PG,101.0,72.0,7.7,Walt Disney Pictures,33.0,41.0,N,1
410,Anna Karenina,2012-09-06,07 Sep 2012,0.0,68929150.0,12802907.0,Drama,R,129.0,63.0,6.6,Focus Features,31.0,51.0,W,1
411,Life of Pi,2012-11-20,21 Nov 2012,120000000.0,609016565.0,103500000.0,Adventure,PG,127.0,79.0,7.9,20th Century Fox,78.0,129.0,W,4
412,Skyfall,2012-10-25,09 Nov 2012,200000000.0,1108561013.0,299300000.0,Action,PG-13,143.0,81.0,7.8,MGM,65.0,119.0,W,2
413,Mirror Mirror,2012-03-15,30 Mar 2012,85000000.0,183018522.0,64933670.0,Adventure,PG,106.0,46.0,5.6,Relativity Media,2.0,8.0,N,1
414,Snow White and the Huntsman,2012-05-30,01 Jun 2012,170000000.0,396600000.0,155081785.0,Adventure,PG-13,127.0,57.0,6.1,Universal Pictures,13.0,31.0,N,2
415,Five Broken Cameras,2011-11-23,Not Listed,0.0,0.0,108541.0,War,NOT RATED,94.0,78.0,8.0,Kino Lorber Films,18.0,6.0,N,1
416,The Gatekeepers,2012-07-09,14 Mar 2013,0.0,0.0,2408553.0,Documentary,PG-13,101.0,91.0,7.6,Sony Pictures Classics,7.0,10.0,N,1
417,How to Survive a Plague,2012-09-20,08 Nov 2013,0.0,0.0,122665.0,Documentary,NOT RATED,110.0,86.0,7.6,Sundance Selects,13.0,19.0,N,1
418,The Invisible War,2012-01-20,20 Jan 2012,0.0,0.0,66167.0,Crime,NOT RATED,93.0,75.0,7.6,Cinedigm,10.0,13.0,N,1
419,Searching for Sugar Man,2012-06-30,26 Jul 2012,0.0,0.0,3100000.0,Documentary,PG-13,86.0,79.0,8.2,Sony Pictures Classics,39.0,30.0,W,1
421,The Shawshank Redemption,1994-09-23,14 Oct 1994,25000000.0,28341469.0,0.0,Drama,R,142.0,80.0,9.3,Columbia Pictures,19.0,32.0,N,7
422,Kon-Tiki,2012-08-24,26 Apr 2013,16600000.0,0.0,1511798.0,Adventure,PG-13,118.0,62.0,7.2,The Weinstein Company,12.0,13.0,N,1
423,Dr. No,1962-10-04,07 Oct 1962,950000.0,59600000.0,0.0,Adventure,PG,110.0,78.0,7.3,United Artists,1.0,4.0,W,1
425,Hitchcock,2012-11-22,14 Dec 2012,0.0,23570541.0,6002708.0,Drama,PG-13,98.0,55.0,6.8,Fox Searchlight Pictures,4.0,28.0,N,1
426,The Hobbit: An Unexpected Journey,2012-11-26,14 Dec 2012,250000000.0,1021103568.0,303001229.0,Adventure,PG-13,169.0,58.0,7.9,Warner Bros.,10.0,72.0,N,3
427,Adam and Dog,2013-02-01,06 Nov 2012,0.0,0.0,0.0,Animation,TV-PG,16.0,0,6.9,Not Listed,1.0,Not Listed,N,1
428,Fresh Guacamole,2012-03-02,02 Mar 2012,0.0,0.0,0.0,Animation,Not Listed,2.0,0,7.4,Not Listed,0.0,Not Listed,N,1
430,Paperman,2012-11-02,02 Nov 2012,0.0,0.0,0.0,Animation,G,7.0,0,8.3,Walt Disney Pictures,2.0,2.0,W,1
431,Curfew,2012-01-01,04 Oct 2012,50000.0,0.0,0.0,Drama,PG-13,19.0,0,7.9,Fuzzy Logic Pictures,20.0,3.0,W,1
433,The Avengers,2012-04-25,04 May 2012,220000000.0,1519557910.0,623279547.0,Science Fiction,PG-13,143.0,69.0,8.1,Walt Disney Pictures,38.0,79.0,N,1
434,Prometheus,2012-05-30,08 Jun 2012,130000000.0,403170142.0,126464904.0,Science Fiction,R,124.0,64.0,7.0,20th Century Fox,6.0,46.0,N,1
435,Moonrise Kingdom,2012-05-24,29 Jun 2012,16000000.0,68263166.0,45507865.0,Comedy,PG-13,94.0,84.0,7.8,Focus Features,38.0,118.0,N,1
438,The Croods,2013-03-20,22 Mar 2013,135000000.0,585178928.0,187165546.0,Action,PG,98.0,55.0,7.2,20th Century Fox,5.0,44.0,N,1
439,Despicable Me 2,2013-06-25,03 Jul 2013,76000000.0,970761885.0,368049635.0,Animation,PG,98.0,62.0,7.4,Universal Pictures,12.0,65.0,N,2
440,Frozen,2013-11-27,27 Nov 2013,150000000.0,1274219009.0,400736600.0,Animation,PG,102.0,74.0,7.5,Walt Disney Pictures,77.0,57.0,W,2
441,Inside Llewyn Davis,2013-10-06,10 Jan 2014,11000000.0,32935319.0,9666762.0,Drama,R,104.0,93.0,7.5,CBS Films,47.0,169.0,N,2
442,Prisoners,2013-09-18,20 Sep 2013,46000000.0,122126687.0,60962878.0,Drama,R,153.0,74.0,8.1,Warner Bros.,10.0,35.0,N,1
443,The Great Gatsby,2013-05-10,10 May 2013,105000000.0,351040419.0,144812796.0,Drama,PG-13,143.0,55.0,7.3,Warner Bros. Pictures,47.0,83.0,W,2
444,The Invisible Woman,2013-12-25,21 Feb 2014,0.0,1234254.0,1200000.0,Drama,R,111.0,75.0,6.2,Sony Pictures Classics,1.0,7.0,N,1
445,Cutie and the Boxer,2013-08-16,01 Nov 2013,0.0,0.0,199274.0,Documentary,R,82.0,83.0,7.2,Radius,8.0,13.0,N,1
446,Dirty Wars,2013-01-18,18 Oct 2013,0.0,0.0,365604.0,Documentary,NOT RATED,87.0,76.0,7.5,IFC Films,10.0,6.0,N,1
447,The Square,2017-08-25,25 Aug 2017,0.0,1502347.0,1284672.0,Drama,R,151.0,73.0,7.3,Magnolia Pictures,27.0,36.0,N,1
448,20 Feet from Stardom,2013-06-14,26 Jul 2013,1000000.0,5892466.0,0.0,Documentary,PG-13,91.0,83.0,7.4,Radius-TWC,20.0,26.0,W,1
449,Cavedigger,2013-01-12,12 Jan 2013,0.0,0.0,0.0,Documentary,TV-G,39.0,0,7.2,KAROFFilms,0.0,Not Listed,N,1
450,Karama Has No Walls,2012-03-01,01 Mar 2012,0.0,0.0,0.0,Documentary,Not Listed,26.0,0,7.7,Not Listed,1.0,Not Listed,N,1
451,The Broken Circle Breakdown,2012-10-09,10 Oct 2012,0.0,5475058.0,0.0,Drama,NOT RATED,111.0,70.0,7.8,Tribeca Film,33.0,24.0,N,1
454,The Lone Ranger,2013-07-03,03 Jul 2013,255000000.0,89289910.0,89289910.0,Action,PG-13,150.0,37.0,6.4,Walt Disney Pictures,4.0,17.0,N,2
455,The Book Thief,2013-11-08,27 Nov 2013,0.0,76586316.0,0.0,Drama,PG-13,131.0,53.0,7.6,20th Century Fox,8.0,14.0,N,1
456,Her,2013-12-18,10 Jan 2014,23000000.0,47351251.0,17901029.0,Romance,R,126.0,90.0,8.0,Warner Bros. Pictures,82.0,181.0,W,1
457,Saving Mr. Banks,2013-11-16,20 Dec 2013,35000000.0,112544580.0,53260198.0,Comedy,PG-13,125.0,65.0,7.5,Walt Disney Pictures,13.0,72.0,N,1
459,Get a Horse!,2013-11-27,27 Nov 2013,0.0,0.0,0.0,Animation,G,6.0,0,7.6,Walt Disney Pictures,2.0,1.0,N,1
460,Mr Hublot,2013-10-14,26 Feb 2014,295000.0,0.0,0.0,Animation,Not Listed,11.0,0,7.2,Not Listed,4.0,2.0,W,1
462,Room on the Broom,2012-12-25,30 Oct 2013,0.0,0.0,0.0,Family,NOT RATED,25.0,0,7.5,Magic Light Pictures,2.0,3.0,N,1
463,Helium,2013-10-01,31 Jan 2014,0.0,0.0,0.0,Drama,NOT RATED,23.0,0,7.3,Not Listed,5.0,2.0,W,1
464,The Voorman Problem,2013-04-25,25 Apr 2013,0.0,0.0,0.0,Comedy,TV-PG,13.0,0,7.3,Honlodge Productions,2.0,4.0,N,1
465,All Is Lost,2013-10-18,07 Nov 2013,9000000.0,6108720.0,4300353.0,Action,PG-13,106.0,87.0,6.9,Lionsgate/Roadside Attractions,3.0,48.0,N,1
466,The Hobbit: The Desolation of Smaug,2013-12-11,13 Dec 2013,250000000.0,958400000.0,180443783.0,Adventure,PG-13,161.0,66.0,7.8,Warner Bros.,16.0,86.0,N,3
467,Lone Survivor,2013-12-24,10 Jan 2014,40000000.0,149295601.0,97665254.0,Action,R,121.0,60.0,7.5,Universal Studios,5.0,14.0,N,2
468,Iron Man 3,2013-04-18,03 May 2013,200000000.0,1215439994.0,408992272.0,Action,PG-13,130.0,62.0,7.2,Walt Disney Pictures,17.0,61.0,N,1
469,Before Midnight,2013-04-05,14 Jun 2013,3000000.0,11176469.0,8114507.0,Romance,R,109.0,94.0,7.9,Drafthouse Recommends,21.0,59.0,N,1
471,Big Hero 6,2014-10-24,07 Nov 2014,165000000.0,657818612.0,0.0,Adventure,PG,102.0,74.0,7.8,Walt Disney Pictures,16.0,57.0,W,1
472,The Boxtrolls,2014-09-10,26 Sep 2014,60000000.0,108255770.0,52098992.0,Animation,PG,96.0,61.0,6.8,Focus Features,8.0,59.0,N,1
473,How to Train Your Dragon 2,2014-06-12,13 Jun 2014,145000000.0,609123048.0,147065544.0,Fantasy,PG,102.0,76.0,7.8,20th Century Fox,14.0,60.0,N,1
474,Song of the Sea,2014-09-06,20 Nov 2015,0.0,857522.0,0.0,Family,PG,93.0,85.0,8.1,GKIDS,11.0,23.0,N,1
475,The Grand Budapest Hotel,2014-02-26,28 Mar 2014,30000000.0,174600318.0,56939515.0,Comedy,R,99.0,88.0,8.1,Fox Searchlight,127.0,218.0,W,4
476,Ida,2013-10-25,25 Oct 2013,2159280.0,15298355.0,0.0,Drama,PG-13,82.0,91.0,7.4,Music Box Films,66.0,83.0,W,1
477,Mr. Turner,2014-10-31,31 Oct 2014,0.0,5405500.0,0.0,History,R,150.0,94.0,6.8,Sony Pictures Classics,19.0,62.0,N,4
478,Unbroken,2014-12-25,25 Dec 2014,65000000.0,163442937.0,70500647.0,Drama,PG-13,137.0,59.0,7.2,Universal Pictures,14.0,29.0,N,3
479,Inherent Vice,2014-12-25,09 Jan 2015,20000000.0,11110975.0,6100613.0,Comedy,R,148.0,81.0,6.7,Warner Bros. Pictures,16.0,93.0,N,2
480,Maleficent,2014-05-28,30 May 2014,180000000.0,758539785.0,190871149.0,Fantasy,PG,97.0,56.0,7.0,Walt Disney Pictures,10.0,42.0,N,1
481,Citizenfour,2014-10-24,28 Nov 2014,0.0,3003169.0,0.0,Documentary,R,114.0,88.0,8.1,Radius-TWC,43.0,35.0,W,1
482,Finding Vivian Maier,2014-03-28,17 Apr 2014,0.0,1503616.0,0.0,Documentary,NOT RATED,83.0,75.0,7.7,IFC Films,11.0,21.0,N,1
483,Last Days in Vietnam,2014-09-05,17 Jan 2014,0.0,161.0,408651.0,War,NOT RATED,98.0,86.0,7.6,American Experience/PBS Films,4.0,10.0,N,1
485,Virunga,2014-11-07,07 Nov 2014,0.0,0.0,0.0,Documentary,NOT RATED,100.0,95.0,8.2,Netflix,18.0,24.0,N,1
486,Crisis Hotline: Veterans Press 1,2013-11-11,11 Nov 2013,0.0,0.0,0.0,Documentary,TV-14,40.0,0,7.5,HBO Documentary,0.0,Not Listed,W,1
488,White Earth,2013-03-17,18 Jan 2014,0.0,0.0,0.0,Documentary,Not Listed,20.0,0,6.2,Not Listed,1.0,1.0,N,1
489,Leviathan,1989-03-17,05 Feb 2015,25000000.0,15704614.0,754393.0,Adventure,R,140.0,92.0,7.6,Sony Pictures Classics,33.0,44.0,N,1
490,Timbuktu,2014-12-10,10 Dec 2014,0.0,1076075.0,696436.0,Drama,PG-13,97.0,92.0,7.2,Cohen Media Group,28.0,19.0,N,1
491,Guardians of the Galaxy,2014-07-30,01 Aug 2014,170000000.0,773328629.0,270592504.0,Action,PG-13,121.0,76.0,8.1,Walt Disney Pictures,52.0,99.0,N,2
492,Interstellar,2014-11-05,07 Nov 2014,165000000.0,675120017.0,158737441.0,Adventure,PG-13,169.0,74.0,8.6,Paramount Pictures,43.0,143.0,W,1
493,Selma,2014-12-25,09 Jan 2015,20000000.0,66787908.0,0.0,History,PG-13,128.0,89.0,7.5,Paramount Pictures,58.0,88.0,W,1
494,The Bigger Picture,2014-05-21,11 Oct 2014,0.0,0.0,0.0,Drama,Not Listed,8.0,0,6.7,Not Listed,6.0,5.0,N,1
495,The Dam Keeper,2014-02-06,11 Oct 2014,0.0,0.0,0.0,Animation,TV-G,18.0,0,8.0,Not Listed,6.0,2.0,N,1
497,A Single Life,2014-12-04,01 Sep 2014,0.0,0.0,0.0,Animation,TV-PG,3.0,0,7.4,NB Thrilling Films,1.0,1.0,N,1
498,Boogaloo and Graham,2014-08-01,01 Aug 2014,0.0,0.0,0.0,Drama,TV-PG,14.0,0,7.3,Out of Orbit Films,2.0,5.0,N,1
499,Parvaneh,2012-11-01,01 Nov 2012,0.0,0.0,0.0,Drama,TV-G,25.0,0,6.8,Zurich University of Arts,0.0,Not Listed,N,1
500,The Phone Call,2013-10-20,20 Feb 2015,0.0,0.0,0.0,Drama,TV-14,22.0,0,7.2,Not Listed,7.0,3.0,W,1
501,The Hobbit: The Battle of the Five Armies,2014-12-10,17 Dec 2014,250000000.0,956019788.0,187747747.0,Action,PG-13,144.0,59.0,7.4,Warner Bros.,7.0,51.0,N,1
502,Captain America: The Winter Soldier,2014-03-20,04 Apr 2014,170000000.0,714766572.0,228636083.0,Action,PG-13,136.0,70.0,7.8,Walt Disney Pictures,5.0,50.0,N,1
503,Dawn of the Planet of the Apes,2014-06-26,11 Jul 2014,170000000.0,710644566.0,183278877.0,Science Fiction,PG-13,130.0,79.0,7.6,20th Century Fox,16.0,47.0,N,1
504,X-Men: Days of Future Past,2014-05-15,23 May 2014,250000000.0,747862775.0,199305306.0,Action,PG-13,132.0,75.0,8.0,20th Century Fox,15.0,47.0,N,1
505,Nightcrawler,2014-10-23,31 Oct 2014,8500000.0,50300000.0,0.0,Crime,R,117.0,76.0,7.9,Open Road Films,43.0,120.0,N,1
509,Anomalisa,2015-12-30,11 Mar 2016,8000000.0,5659286.0,0.0,Animation,R,90.0,88.0,7.3,Starburns Industries,24.0,72.0,N,1
510,Inside Out,2015-06-09,19 Jun 2015,175000000.0,857611174.0,264317903.0,Drama,PG,95.0,94.0,8.2,Disney/Pixar,93.0,112.0,W,1
511,Shaun the Sheep Movie,2015-02-05,05 Aug 2015,0.0,59700000.0,0.0,Family,PG,85.0,81.0,7.4,Lionsgate,4.0,48.0,N,1
512,Mad Max: Fury Road,2015-05-13,15 May 2015,150000000.0,378858340.0,129483877.0,Action,R,120.0,90.0,8.1,Warner Bros.,232.0,219.0,W,6
513,Sicario,2015-09-17,02 Oct 2015,30000000.0,84025816.0,0.0,Action,R,121.0,82.0,7.6,Lionsgate,15.0,150.0,N,3
514,Cinderella,2015-03-12,13 Mar 2015,95000000.0,543514353.0,183327144.0,Romance,PG,105.0,67.0,6.9,Walt Disney Pictures,8.0,35.0,N,1
515,Amy,2015-07-03,03 Jul 2015,0.0,8413144.0,7851076.0,Documentary,R,128.0,85.0,7.8,A24 Films,50.0,44.0,W,1
516,Cartel Land,2015-07-03,03 Jul 2015,0.0,0.0,0.0,Drama,R,100.0,76.0,7.4,The Orchard,18.0,35.0,N,1
517,The Look of Silence,2014-08-30,17 Jul 2015,0.0,332710.0,48097.0,History,PG-13,103.0,92.0,8.3,Drafthouse Films,47.0,40.0,N,1
518,"What Happened, Miss Simone?",2015-01-22,24 Jun 2015,0.0,0.0,0.0,Documentary,NOT RATED,101.0,75.0,7.6,Netflix,6.0,18.0,N,1
519,Winter on Fire: Ukraine's Fight for Freedom,2015-10-09,09 Oct 2015,0.0,0.0,0.0,Documentary,NOT RATED,102.0,79.0,8.4,Not Listed,2.0,4.0,N,1
520,Body Team 12,2015-04-19,19 Apr 2015,0.0,0.0,0.0,Documentary,Not Listed,13.0,0,7.3,RYOT Films,2.0,2.0,N,1
521,"Chau, Beyond the Lines",2015-08-21,21 Aug 2015,0.0,0.0,0.0,Documentary,Not Listed,34.0,0,7.1,Cynasty Films,5.0,1.0,N,1
522,A Girl in the River: The Price of Forgiveness,2015-10-28,28 Oct 2015,0.0,0.0,0.0,Documentary,TV-PG,40.0,0,7.9,HBO Documentary Films,1.0,Not Listed,W,1
523,Last Day of Freedom,2015-04-11,11 Apr 2015,0.0,0.0,0.0,Animation,Not Listed,32.0,0,7.6,Not Listed,5.0,Not Listed,N,1
524,Star Wars: The Force Awakens,2015-12-15,18 Dec 2015,245000000.0,2068223624.0,936658640.0,Action,PG-13,136.0,81.0,8.0,Walt Disney Pictures,57.0,123.0,N,5
525,Mustang,2015-06-17,17 Jun 2015,1300000.0,250000.0,560778.0,Drama,PG-13,97.0,83.0,7.6,CG Cinéma,42.0,58.0,N,1
528,Prologue,2015-06-01,23 Feb 2016,0.0,0.0,0.0,Action,Not Listed,6.0,0,6.3,Animation Masterclass,0.0,Not Listed,N,1
529,Sanjay's Super Team,2015-11-25,25 Nov 2015,0.0,0.0,0.0,Animation,PG,7.0,0,6.9,Pixar,0.0,Not Listed,N,1
530,World of Tomorrow,2015-03-05,31 Mar 2015,0.0,0.0,0.0,Animation,G,17.0,0,8.2,Not Listed,27.0,3.0,N,1
531,Ave Maria,2015-05-18,21 Jun 2015,0.0,0.0,0.0,Comedy,Not Listed,15.0,0,6.5,Incognito Films,10.0,21.0,N,1
532,Shok,2015-04-10,23 Feb 2016,0.0,0.0,0.0,Drama,Not Listed,21.0,0,8.2,Not Listed,14.0,4.0,N,1
533,Stutterer,2015-07-08,09 Sep 2015,0.0,0.0,0.0,Drama,Not Listed,12.0,0,7.7,Bare Golly Films,5.0,1.0,W,1
534,Ex Machina,2015-01-21,24 Apr 2015,15000000.0,36869414.0,19012798.0,Drama,R,108.0,78.0,7.7,A24 Films,70.0,153.0,W,1
535,Straight Outta Compton,2015-08-13,14 Aug 2015,28000000.0,201634991.0,129402415.0,Drama,R,147.0,72.0,7.9,Universal Pictures,27.0,40.0,N,1
536,Bright Lights: Starring Carrie Fisher and Debbie Reynolds,2016-05-14,07 Jan 2017,10000000.0,0.0,0.0,Documentary,TV-14,95.0,78.0,8.0,HBO Films,1.0,4.0,N,2
542,I'm Not There,Not Listed,07 Dec 2007,0,0,4000000.0,Not Listed,R,135.0,73.0,7.0,The Weinstein Co.,27.0,45.0,N,1
554,Flags of our Fathers,Not Listed,20 Oct 2006,0,0,33600000.0,Not Listed,R,135.0,79.0,7.1,Paramount,15.0,24.0,N,2
555,Katyn,Not Listed,21 Sep 2007,0,0,0.0,Not Listed,Not Listed,121.0,81.0,7.1,Artificial Eye,14.0,12.0,N,1
556,The Betrayal - Nerakhoon,Not Listed,21 Nov 2008,0,0,0.0,Not Listed,Not Listed,96.0,78.0,7.3,The Cinema Guild,2.0,4.0,N,1
558,GasLand,Not Listed,17 Jan 2011,0,0,30846.0,Not Listed,NOT RATED,107.0,0,7.7,Independent Pictures,7.0,6.0,N,1
562,God Is the Bigger Elvis,Not Listed,01 Apr 2012,0,0,0.0,Not Listed,Not Listed,37.0,0,7.1,HBO Documentary Films,1.0,2.0,N,1
563,The Fantastic Flying Books of Mr. Morris Lessmore,Not Listed,24 Sep 2014,0,0,0.0,Not Listed,TV-G,15.0,0,8.0,Not Listed,6.0,1.0,W,1
565,Star Trek: Into Darkness,Not Listed,16 May 2013,0,0,228756232.0,Not Listed,PG-13,132.0,72.0,7.7,Paramount,6.0,56.0,N,1
566,Theeb,Not Listed,19 Mar 2015,0,0,128430.0,Not Listed,NOT RATED,100.0,80.0,7.2,Noor Pictures,10.0,14.0,N,1
